sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
12038,Rajasthan,Construction of additional rooms and halls in the existing public and community building,WS/MP727/2024-2025/146159,KOTA(DISTRICT COLLECTOR KOTA_IDA),Om Birla,KOTA,2026-03-17,PHOOL MALI SAINI SEWA SANSTHAN,Payment Success,157700,157700.0
12039,Karnataka,Construction of community centers and community halls,WS/MP620/2025-2026/206506,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),Pralhad Venkatesh Joshi,DHARWAD,2026-02-24,Sachin S Madiwalar,Payment Success,375000,375000.0
12040,Maharashtra,Setting up public non-conventional energy plants,WS/MP667/2025-2026/160975,SANGLI(DISTRICT COLLECTOR SANGLI_IDA),Dhairyasheel Sambhajirao Mane,HATKANANGLE,2026-03-20,Cosine Green Power,Payment Success,3086456,3086456.0
12041,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18254/2025-2026/208647,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),JUNE MALIAH,MEDINIPUR,2026-03-02,ABDUL HAMID,Payment Success,1961900,1961900.0
12042,West Bengal,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18254/2025-2026/208648,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),JUNE MALIAH,MEDINIPUR,2026-02-24,SYED MOHAMMAD AHMAD,Payment Success,1387012,1387012.0
12043,West Bengal,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18254/2025-2026/208648,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),JUNE MALIAH,MEDINIPUR,2026-06-15,SYED MOHAMMAD AHMAD,Payment Success,1225767,1225767.0
12044,Madhya Pradesh,Construction of footpaths and pedestrian ways,WS/MP18103/2025-2026/178231,GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA),BHARAT SINGH KUSHWAH,GWALIOR,2026-02-24,SHIV TRADERS,Payment Success,746047,746047.0
12045,Madhya Pradesh,Construction of footpaths and pedestrian ways,WS/MP18103/2025-2026/178231,GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA),BHARAT SINGH KUSHWAH,GWALIOR,2026-03-24,SHIV TRADERS,Payment Success,416967,416967.0
12046,Haryana,Setting up public non-conventional energy plants,WS/MP18064/2025-2026/214205,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,2026-02-25,JJ SOLAR LIMITED,Payment Success,976000,976000.0
12047,Rajasthan,Construction of additional rooms and halls in the existing public and community building,WS/MP18163/2026-2027/256566,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),MURARI LAL MEENA,DAUSA(ST),2026-04-06,GRK CONSTRUCTION COMPANY,Payment Success,892495,892495.0
12048,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP777/2025-2026/225361,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,2026-06-18,MS JDS ENTERPRISES,Payment Success,729000,729000.0
12049,Assam,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18021/2025-2026/181495,BARPETA(DEPUTY COMMISSIONER BARPETA 1),RAKIBUL HUSSAIN,DHUBRI,2026-02-23,CONST COMMITTEE PROTECT MEASURE VILL PUB MACHARA KASUMARA,Payment Success,300000,300000.0
12050,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP777/2025-2026/225367,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,2026-06-18,KISHAN INFRASTRUCTURE,Payment Success,883500,883500.0
12051,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP777/2025-2026/225368,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,2026-04-16,KISHAN INFRASTRUCTURE,Payment Success,504000,504000.0
12052,Meghalaya,Construction of public toilets and bathrooms,WS/MP18137/2025-2026/233643,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),ANDREW J. SYNGKON,SHILLONG,2026-02-19,Tralin Mynsong,Payment Success,200000,200000.0
12053,West Bengal,Construction of rooms and halls in school and colleges,WS/MP481/2025-2026/155307,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Khalilur Rahaman,JANGIPUR,2026-02-18,MS HALIM SK,Payment Success,593362,593362.0
12054,Meghalaya,Construction of community centers and community halls,WS/MP18137/2025-2026/233009,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),ANDREW J. SYNGKON,SHILLONG,2026-02-19,Banbuhaiing Makdoh,Payment Success,200000,200000.0
12055,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2026-2027/247523,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-04-10,GRAM PANCHAYAT OBARHA JANPAD PANCHAYAT SIDHI,Payment Success,100000,100000.0
12056,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2026-2027/247523,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-04-10,GRAM PANCHAYAT OBARHA JANPAD PANCHAYAT SIDHI,Payment Success,100000,100000.0
12057,Himachal Pradesh,Construction of community centers and community halls,WS/MP18328/2025-2026/222409,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,2026-02-26,Mahila Mandal Kaflon,Payment Success,60000,60000.0
12058,Rajasthan,Construction of community centers and community halls,WS/MP18169/2025-2026/228311,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,2026-05-29,STAR DEALERS,Payment Success,873139,873139.0
12059,Punjab,Renovation of ponds and lakes,WS/MP18156/2025-2026/185277,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),CHARANJIT SINGH CHANNI,JALANDHAR(SC),2026-02-12,The R K Gram Udyog Samiti,Payment Success,143500,143500.0
12060,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP18104/2025-2026/174713,RAISEN(DISTRICT COLLECTOR RAISEN_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-02-12,GP CHHAWARA JP BADI,Payment Success,50000,50000.0
12061,Haryana,Construction of boundary walls of existing public and community buildings,WS/MP18064/2025-2026/186134,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),NAVEEN JINDAL,KURUKSHETRA,2026-02-09,The RUDRA CO OP L AND C SOCIETY LTD,Payment Success,415485,415485.0
12062,Uttar Pradesh,Installing community drinking water plants,WS/MP18238/2025-2026/251626,DEORIA(DISTRICT MAGISTRATE DEORIA),RAMASHANKAR RAJBHAR,SALEMPUR,2026-03-09,MS ECOLEAF ENERGIES PRIVATE LIMITED,Payment Success,335936,335936.0
12063,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP644/2025-2026/249966,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,2026-02-18,GP KUTHILA JP TEONTHAR,Payment Success,500000,500000.0
12064,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/225624,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-03-17,SHREE SHYAM STEELS,Payment Success,18705,18705.0
12065,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/219732,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-03-11,SHREE SHYAM STEELS,Payment Success,49831,49831.0
12066,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/219732,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-03-11,SHREE SHYAM STEELS,Payment Success,49395,49395.0
12067,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/219732,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-03-11,SHREE SHYAM STEELS,Payment Success,21476,21476.0
12068,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/225630,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-02-18,SHREE SHYAM STEELS,Payment Success,341138,341138.0
12069,Madhya Pradesh,"Providing sports equipment, except consumable items",WS/MP18104/2025-2026/204477,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-02-20,RAJHANS TOYS AND SPORTS,Payment Success,99000,99000.0
12070,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP348/2025-2026/176534,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Shri Benny Behanan,CHALAKUDY,2026-02-24,Manojkumar M R,Payment Success,821564,821564.0
12071,Madhya Pradesh,Construction of community centers and community halls,WS/MP643/2025-2026/146594,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,2026-02-18,PANNALAL MASRE,Payment Success,24000,24000.0
12072,Madhya Pradesh,Construction of community centers and community halls,WS/MP643/2025-2026/146594,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,2026-02-18,PANNALAL MASRE,Payment Success,36000,36000.0
12073,Odisha,Construction of community centers and community halls,WS/MP18139/2025-2026/244739,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),PRADEEP PUROHIT,BARGARH,2026-07-17,JE BDO ATTABIRA PUSPALATA BEHERA,Payment Success,469295,469295.0
12074,Odisha,Development of playfields and sports grounds,WS/MP18139/2025-2026/202552,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),PRADEEP PUROHIT,BARGARH,2026-02-19,JE BDO ATTABIRA PUSPALATA BEHERA,Payment Success,300000,300000.0
12075,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18005/2025-2026/206909,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Krishna Prasad Tenneti,BAPATLA,2026-02-27,MEMBER HWC THURPPALEM,Payment Success,279988,279988.0
12076,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP577/2025-2026/229534,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),2026-02-24,GRUP GRAM PANCHAYAT DHEDIYA,Payment Success,211100,211100.0
12077,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP577/2025-2026/229535,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),2026-07-22,GRUP GRAM PANCHAYAT DHEDIYA,Payment Success,248000,248000.0
12078,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP577/2025-2026/229547,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),2026-02-24,GRUP GRAM PANCHAYAT DHEDIYA,Payment Success,249670,249670.0
12079,Assam,Construction of community centers and community halls,WS/MP538/2025-2026/223945,DARRANG(DEPUTY COMMISSIONER DARRANG_IDA),Dilip Saikia,Darrang-Udalguri,2026-03-07,H M ENTERPRISE,Payment Success,600000,600000.0
12080,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/200272,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-02-18,The Kaushal CoOp L and C Society LTD,Payment Success,588500,588500.0
12081,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/200272,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-07-13,The Kaushal CoOp L and C Society LTD,Payment Success,327322,327322.0
12082,Madhya Pradesh,Construction of community centers and community halls,WS/MP643/2025-2026/146594,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,2026-02-18,Ashish patel,Payment Success,65000,65000.0
12083,Meghalaya,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18137/2025-2026/250842,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),ANDREW J. SYNGKON,SHILLONG,2026-03-11,Alvin Jones Nongkhlaw,Payment Success,150000,150000.0
12084,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP777/2025-2026/225317,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,2026-06-18,MS SHIV SHAKTI ENTERPRISES,Payment Success,729000,729000.0
12085,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP777/2025-2026/225325,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,2026-04-16,MS SHIV SHAKTI ENTERPRISES,Payment Success,396699,396699.0
12086,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/216799,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-02-23,THE JAT MATA DI COOP L AND C SOCIETY LTD,Payment Success,1023193,1023193.0
12087,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/216799,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-04-30,THE JAT MATA DI COOP L AND C SOCIETY LTD,Payment Success,184175,184175.0
12088,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/209044,YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-02-19,The Maa Shakumbhari CoOp L and C Society LTD,Payment Success,255712,255712.0
12089,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241421,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-02-22,jay prakash verma,Payment Success,577109,577109.0
12090,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241301,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-02-17,jay prakash verma,Payment Success,432790,432790.0
12091,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18173/2025-2026/225962,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,2026-02-18,GOPI M,Payment Success,499700,499700.0
12092,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18211/2025-2026/206867,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),SHASHANK MANI,DEORIA,2026-02-24,Fulmati devi purv madhyamik vidyalay,Payment Success,300000,300000.0
12093,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18211/2025-2026/206867,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),SHASHANK MANI,DEORIA,2026-08-06,Fulmati devi purv madhyamik vidyalay,Payment Success,125000,125000.0
12094,Haryana,Construction of community centers and community halls,WS/MP18060/2025-2026/200169,AMBALA(DEPUTY COMMISSIONER AMBALA_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-02-17,The Balaji Cooperative LC Society Ltd,Payment Success,383727,383727.0
12095,Haryana,Construction of shelters for animals,WS/MP18060/2025-2026/209390,AMBALA(DEPUTY COMMISSIONER AMBALA_IDA),VARUN CHAUDHRY,AMBALA (SC),2026-06-12,The Balaji Cooperative LC Society Ltd,Payment Success,435644,435644.0
12096,Rajasthan,Installation of multi-gym equipment,WS/MP386/2025-2026/242676,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Hanuman Beniwal,NAGAUR,2026-03-11,RAJ CONTRACTOR,Payment Success,395000,395000.0
12097,Rajasthan,Installation of multi-gym equipment,WS/MP386/2025-2026/242676,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Hanuman Beniwal,NAGAUR,2026-03-27,RAJ CONTRACTOR,Payment Success,104500,104500.0
12098,Karnataka,Construction of public irrigation facilities,WS/MP18086/2025-2026/190457,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL,HASSAN,2026-02-17,KOUSHIK A,Payment Success,150000,150000.0
12099,Karnataka,Construction of community centers and community halls,WS/MP18086/2025-2026/190458,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL,HASSAN,2026-06-24,KOUSHIK A,Payment Success,375000,375000.0
12100,Madhya Pradesh,Installation of multi-gym equipment,WS/MP18104/2025-2026/251442,RAISEN(DISTRICT COLLECTOR RAISEN_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-02-19,BSGS CONSULTANCY AND SERVICES,Payment Success,100000,100000.0
12101,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18344/2025-2026/247463,PORBANDAR(DISTRICT COLLECTOR PORBANDAR_IDA),DR. MANSUKH MANDAVIYA,PORBANDAR,2026-04-01,MIYANI GRAM PANCHAYAT,Payment Success,286467,286467.0
12102,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18344/2025-2026/177804,PORBANDAR(DISTRICT COLLECTOR PORBANDAR_IDA),DR. MANSUKH MANDAVIYA,PORBANDAR,2026-04-01,MIYANI GRAM PANCHAYAT,Payment Success,286466,286466.0
12103,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP685/2026-2027/187654,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shrirang Appa Barne,MAVAL,2026-07-16,Kalpesh Ram Goje,Payment Success,250000,250000.0
12104,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,RATAN,Payment Success,18750,18750.0
12105,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,GUDDI,Payment Success,7425,7425.0
12106,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,MAHENDRA,Payment Success,18750,18750.0
12107,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,KISHAN,Payment Success,18750,18750.0
12108,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,DEVKARAN,Payment Success,7425,7425.0
12109,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,GAJRAJ,Payment Success,18750,18750.0
12110,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,KAMLESH,Payment Success,7425,7425.0
12111,Rajasthan,Construction of community centers and community halls,WS/MP719/2025-2026/161814,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,2026-02-17,RAMLAL,Payment Success,7425,7425.0
12112,Odisha,Construction of community centers and community halls,WS/MP18142/2025-2026/213979,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),2026-02-20,DFJUNIOR ENGINEER III BARANGA BLOCK,Payment Success,275208,275208.0
12113,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Jai Singh,Payment Success,9000,9000.0
12114,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Karmveer,Payment Success,9000,9000.0
12115,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Nihal Singh,Payment Success,9000,9000.0
12116,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,RAHUL,Payment Success,2772,2772.0
12117,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Raj Bala,Payment Success,2772,2772.0
12118,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Shiv Kumar,Payment Success,7500,7500.0
12119,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,SURESH,Payment Success,2772,2772.0
12120,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Rajendra Singh,Payment Success,9750,9750.0
12121,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18167/2025-2026/210653,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-02-18,Kavita Devi,Payment Success,3024,3024.0
12122,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18323/2025-2026/181744,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),2026-02-26,Grampanchayat Karyalaya Tagarkheda,Payment Success,492464,492464.0
12123,West Bengal,Purchase of mobile water tankers,WS/MP859/2025-2026/236811,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),Kalyan Banerjee,SREERAMPUR,2026-02-24,BHARAT ENGINEERING WORKS,Payment Success,883749,883749.0
