"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"63004","Gujarat","Providing drains and gutters for public drainage","WS/MP18326/2025-2026/160192","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","03-Jul-2025","MPLADS HOLDING ACCOUNT","Payment Success","2965"
"63005","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP021/2025-2026/204380","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","11-May-2026","Ram Lal","Payment Success","8568"
"63006","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP021/2025-2026/204378","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","08-Apr-2026","DHARMENDRA KUMAR","Payment Success","13332"
"63007","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18321/2024-2025/149053","SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA)","SHOBHANABEN MAHENDRASINH BARAIYA","SABARKANTHA","20-Feb-2025","NAVALPUR GRAM PANCHAYAT","Payment Success","500000"
"63008","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP584/2025-2026/158724","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda","KACHCHH(SC)","12-Aug-2025","Samakhiali Gram Panchayat","Payment Success","400000"
"63009","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP432/2025-2026/229668","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","12-Jan-2026","Gram Panchayat Ghangret","Payment Success","120000"
"63010","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18064/2025-2026/242489","KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA)","NAVEEN JINDAL","KURUKSHETRA","21-Jul-2026","THE LAVISH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","406787"
"63011","Odisha","Construction of rooms and halls in school and colleges","WS/MP18148/2025-2026/170297","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Feb-2026","Ratan Kumar Mandal","Payment Success","35891"
"63012","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP18148/2025-2026/198393","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","24-Aug-2026","Ratan Kumar Mandal","Payment Success","93544"
"63013","Odisha","Construction of community centers and community halls","WS/MP18148/2025-2026/170311","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Jun-2026","Ratan Kumar Mandal","Payment Success","173399"
"63014","Odisha","Construction of community centers and community halls","WS/MP18148/2025-2026/170314","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Jun-2026","Ratan Kumar Mandal","Payment Success","194520"
"63015","Odisha","Construction of rooms and halls in school and colleges","WS/MP18148/2025-2026/170297","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Feb-2026","Khalid Lathiya","Payment Success","238912"
"63016","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18056/2025-2026/178580","MORBI(District collector Morbi_IDA)","PARSHOTTAMBHAI RUPALA","RAJKOT","18-Dec-2025","JODHPAR NADI GRAM PANCHAYAT","Payment Success","500000"
"63017","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/175495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","10-Jul-2025","Pawan Kumar","Payment Success","20205"
"63018","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/175495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","10-Jul-2025","Vinod Kumar Tiwari","Payment Success","21200"
"63019","Uttarakhand","Fitting of Sitting RCC Benches in Public Places","WS/MP021/2025-2026/174495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","29-Aug-2025","Vinod Kumar Tiwari","Payment Success","21103"
"63020","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/172020","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Vinod Kumar Tiwari","Payment Success","11225"
"63021","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/172020","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Trilok Chandra Tiwari","Payment Success","12296"
"63022","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/175495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","10-Jul-2025","Trilok Chandra Tiwari","Payment Success","21624"
"63023","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/175495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","10-Jul-2025","Khajan Chandra Tiwari","Payment Success","20205"
"63024","Uttarakhand","Fitting of Sitting RCC Benches in Public Places","WS/MP021/2025-2026/174495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","29-Aug-2025","Khajan Chandra Tiwari","Payment Success","20654"
"63025","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/172020","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Khajan Chandra Tiwari","Payment Success","12225"
"63026","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/172020","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Kamla","Payment Success","12720"
"63027","Uttarakhand","Fitting of Sitting RCC Benches in Public Places","WS/MP021/2025-2026/174495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","29-Aug-2025","Kamla","Payment Success","23320"
"63028","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/175495","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","10-Jul-2025","Kamla","Payment Success","21200"
"63029","Odisha","Construction of rooms and halls in school and colleges","WS/MP18148/2025-2026/170297","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Feb-2026","3 Star Enterprises","Payment Success","96603"
"63030","Odisha","Construction of additional rooms and halls in the existing public and community building","WS/MP18141/2025-2026/250782","DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA)","RUDRA NARAYAN PANY","DHENKANAL","30-May-2026","MPLAD","Payment Success","51603"
"63031","Odisha","Construction of community centers and community halls","WS/MP18141/2025-2026/242339","DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA)","RUDRA NARAYAN PANY","DHENKANAL","29-May-2026","MPLAD","Payment Success","41151"
"63032","Andhra Pradesh","Construction of community centers and community halls","WS/MP18003/2024-2025/157528","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","02-Apr-2026","SRI VINAYAKA CONSTRUCTIONS","Payment Success","988795"
"63033","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/161812","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","07-Mar-2025","SONU CHOUDHARY","Payment Success","3861"
"63034","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/187168","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","16-Jul-2025","SONU CHOUDHARY","Payment Success","3861"
"63035","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP747/2026-2027/181382","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Manickam Tagore B","VIRUDHUNAGAR","08-Jul-2026","RAMAMOORTHY K S","Payment Success","1295996"
"63036","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/187168","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","16-Jul-2025","SANTOSH","Payment Success","3861"
"63037","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/161812","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","07-Mar-2025","SANTOSH","Payment Success","3861"
"63038","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/161812","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","07-Mar-2025","SUMAN CHOUDHARY","Payment Success","3861"
"63039","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/187168","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","16-Jul-2025","SUMAN CHOUDHARY","Payment Success","3861"
"63040","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/187168","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","16-Jul-2025","DEEPAK","Payment Success","3861"
"63041","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/161812","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","07-Mar-2025","DEEPAK","Payment Success","3861"
"63042","Gujarat","Installing tube-wells and borewells","WS/	 MP005/2025-2026/216786","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT RATANPUR","Payment Success","200000"
"63043","Gujarat","Installing tube-wells and borewells","WS/	 MP005/2025-2026/216781","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT RATANPUR","Payment Success","150000"
"63044","Gujarat","Installing tube-wells and borewells","WS/	 MP005/2025-2026/216783","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT RATANPUR","Payment Success","150000"
"63045","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/216784","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT NANIMUDEL","Payment Success","100000"
"63046","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/216785","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT NANIMUDEL","Payment Success","50000"
"63047","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/219340","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT NANIMUDEL","Payment Success","150000"
"63048","Gujarat","Installing tube-wells and borewells","WS/	 MP005/2025-2026/219341","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT NANIMUDEL","Payment Success","50000"
"63049","Gujarat","Installing tube-wells and borewells","WS/	 MP005/2025-2026/219342","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Mar-2026","GRAM PANCHAYAT NANIMUDEL","Payment Success","50000"
"63050","West Bengal","Street lights","WS/MP249/2025-2026/243933","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","27-Mar-2026","ARUN KUMAR DAS","Payment Success","1049601"
"63051","West Bengal","Street lights","WS/MP249/2025-2026/213301","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63052","West Bengal","Street lights","WS/MP249/2025-2026/213302","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63053","West Bengal","Street lights","WS/MP249/2025-2026/213303","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63054","West Bengal","Street lights","WS/MP249/2025-2026/213305","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63055","West Bengal","Street lights","WS/MP249/2025-2026/213306","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63056","West Bengal","Street lights","WS/MP249/2025-2026/188808","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63057","West Bengal","Street lights","WS/MP249/2025-2026/188809","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63058","West Bengal","Street lights","WS/MP249/2025-2026/188810","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63059","West Bengal","Street lights","WS/MP249/2025-2026/188811","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63060","West Bengal","Street lights","WS/MP249/2025-2026/188812","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63061","West Bengal","Street lights","WS/MP249/2025-2026/213310","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63062","West Bengal","Street lights","WS/MP249/2025-2026/213311","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","07-Dec-2025","ARUN KUMAR DAS","Payment Success","349867"
"63063","West Bengal","Providing garbage collection and disposal systems","WS/MP249/2025-2026/188814","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","27-Mar-2026","ARUN KUMAR DAS","Payment Success","1399940"
"63064","West Bengal","Street lights","WS/MP249/2025-2026/243930","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","27-Mar-2026","ARUN KUMAR DAS","Payment Success","1399468"
"63065","West Bengal","Street lights","WS/MP249/2025-2026/188799","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63066","West Bengal","Street lights","WS/MP249/2025-2026/188800","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63067","West Bengal","Street lights","WS/MP249/2025-2026/188801","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63068","West Bengal","Street lights","WS/MP249/2025-2026/188789","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63069","West Bengal","Street lights","WS/MP249/2025-2026/188791","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63070","West Bengal","Street lights","WS/MP249/2025-2026/188792","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63071","West Bengal","Street lights","WS/MP249/2025-2026/188794","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","15-Oct-2025","ARUN KUMAR DAS","Payment Success","349867"
"63072","West Bengal","Lighting of public spaces","WS/MP249/2025-2026/207819","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","289235"
"63073","West Bengal","Lighting of public spaces","WS/MP249/2025-2026/207823","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","288400"
"63074","West Bengal","Lighting of public spaces","WS/MP249/2025-2026/207824","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","288818"
"63075","West Bengal","Lighting of public spaces","WS/MP249/2025-2026/207825","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","289235"
"63076","West Bengal","Lighting of public spaces","WS/MP249/2025-2026/207826","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","288400"
"63077","West Bengal","Street lights","WS/MP249/2025-2026/207853","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63078","West Bengal","Street lights","WS/MP249/2025-2026/207859","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63079","West Bengal","Street lights","WS/MP249/2025-2026/207860","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63080","West Bengal","Street lights","WS/MP249/2025-2026/207861","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63081","West Bengal","Street lights","WS/MP249/2025-2026/207862","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63082","West Bengal","Street lights","WS/MP249/2025-2026/207863","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63083","West Bengal","Street lights","WS/MP249/2025-2026/207865","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
"63084","West Bengal","Street lights","WS/MP249/2025-2026/207866","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","Shri Deepak (Dev) Adhikari","GHATAL","12-Mar-2026","ARUN KUMAR DAS","Payment Success","349867"
